OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Len,Shape__Length
5855,2789_003.3,0,1.0918,1.0107,1.0324,1.02155,-4849,5416.1,5614.3,5844.5,5955.6,6364.9,7024.8,4961,5142,5353,5455,5830,6434,100,300,500,600,1000,1600,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,1,0,1,0,0,Uintah,1085.12730323,1085.12721340325
5856,2789_003.8,0,1.0918,1.0107,1.0324,1.02155,-4650,5702.5,5896.7,6099.9,6236.6,6716.8,7449.6,5223,5401,5587,5712,6152,6823,550,750,950,1100,1500,2200,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,1,0,1,0,0,Uintah,2132.79006216,2132.79016963097
5857,2789_004.9,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,1063.19660051,1063.19648798805
5858,2789_005.4,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,2656.40552235,2656.40553537619
5859,2790_000.0,0,1.0918,1.0107,1.0324,1.02155,835,1161.5,1196.3,911.7,914.7,969.3,1070.7,1064,1096,835,838,888,981,1900,1900,1700,1700,1700,1800,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,0,1,0,0,0,Uintah,1073.12094495,1073.12096920222
5860,2790_000.5,0,1.0918,1.0107,1.0324,1.02155,-614,2743.6,2698.4,760.9,763.9,798.5,856.8,2513,2472,697,700,731,785,1900,1900,80,90,100,150,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,0,1,0,0,0,Uintah,1077.37653865,1077.37644576177
5861,2790_001.0,0,1.0924,1.0104,1.0243,1.01735,1921,1858.4,1920.9,1974.3,2019.4,2131.3,2322.9,1701,1758,1807,1849,1951,2126,3600,3700,3700,3800,3900,4000,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,1633.18133402,1633.1813313625
5862,2791_000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,1068.69408408,1068.69411396029
5863,2792_000.0,0,1.0918,1.0107,1.0324,1.02155,1252,683.4,678.8,697.7,695.8,710.3,542.4,626,622,639,637,651,497,1900,1900,1900,1900,1900,1700,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,0,1,0,0,0,Uintah,385.103056424,385.103093978783
5864,2792_000.2,0,1.0918,1.0107,1.0324,1.02155,-2955,5276.3,5396.0,5549.2,5686.2,6121.8,6823.5,4833,4942,5083,5208,5607,6250,1900,2000,2100,2300,2700,3300,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,1,0,0,0,0,Uintah,1749.09159637,1749.09162405694
5865,2792_001.0,0,1.0918,1.0107,1.0324,1.02155,-3840,6243.3,5861.0,5612.4,5731.2,5979.6,6754.4,5718,5368,5141,5249,5477,6186,1900,1500,1300,1400,1600,2300,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,1,0,0,0,0,Uintah,2132.38655082,2132.38647597624
5866,2792_002.0,0,1.0918,1.0107,1.0324,1.02155,-566,2668.1,2792.9,2782.5,2786.0,2888.4,3056.6,2444,2558,2549,2552,2646,2800,1900,2000,2000,2000,2100,2200,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,1064.8013839,1064.80134500815
5867,2792_002.5,0,1.0918,1.0107,1.0324,1.02155,1590,314.7,323.3,343.0,338.1,1150.2,1258.0,288,296,314,310,1053,1152,1900,1900,1900,1900,2600,2700,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,1064.97033055,1064.97041336227
5868,2794_000.0,0,1.0924,1.0104,1.0243,1.01735,-2309,11141.9,10929.4,10853.0,10904.4,10857.7,11635.8,10199,10005,9935,9982,9939,10652,7900,7700,7600,7700,7600,8300,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,0,0,0,0,0,Uintah,1711.5291709,1711.52918735706
5869,2794_000.8,0,1.0924,1.0104,1.0243,1.01735,-1780,7656.3,7649.1,7692.9,7665.6,7399.0,7889.0,7009,7002,7042,7017,6773,7222,5200,5200,5300,5200,5000,5400,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,0,0,0,0,0,Uintah,1060.84839119,1060.8483168334
5870,2794_001.3,0,1.0924,1.0104,1.0243,1.01735,282,6386.7,6508.8,7724.3,7759.3,6270.4,6828.3,5846,5958,7071,7103,5740,6251,6100,6200,7400,7400,6000,6500,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,0,0,0,0,0,Uintah,1048.33255551,1048.33255699961
5871,2794_001.8,0,1.0924,1.0104,1.0243,1.01735,673,5959.1,6023.6,7193.2,7279.7,7186.8,7806.9,5455,5514,6585,6664,6579,7147,6100,6200,7300,7300,7300,7800,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,1880.88616346,1880.88618078902
5872,2795_000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,1056.98741295,1056.98737004952
5873,2795_000.5,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,3202.80010635,3202.80014267624
5874,2795_002.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,2143.61081749,2143.61071364997
5875,2795_003.0,0,1.0918,1.0107,1.0324,1.02155,221,1025.4,1078.0,1119.2,1098.0,1704.5,1864.7,939,987,1025,1006,1561,1708,1200,1200,1200,1200,1800,1900,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,2140.52384181,2140.52394695632
5876,2795_004.0,0,1.0924,1.0104,1.0243,1.01735,1615,3242.9,3575.8,3821.5,3796.2,3958.7,4399.8,2969,3273,3498,3475,3624,4028,4600,4900,5100,5100,5200,5600,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,1070.60521205,1070.60524735199
5877,2795_004.5,0,1.0918,1.0107,1.0324,1.02155,-122,2806.2,2876.7,2905.5,2918.4,3152.3,3500.4,2570,2635,2661,2673,2887,3206,2400,2500,2500,2600,2800,3100,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,1063.04937959,1063.04933192534
5878,2795_005.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,2147.28483108,2147.28485056377
5879,2796_000.0,0,1.0918,1.0107,1.0324,1.02155,-1786,2074.1,2087.1,2370.1,2536.7,2483.0,2547.9,1900,1912,2171,2323,2274,2334,100,150,400,550,500,550,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,1,0,1,0,0,Uintah,2122.18754833,2122.18758513938
5880,2796_001.0,0,1.0918,1.0107,1.0324,1.02155,28,94.4,104.7,125.5,137.0,136.0,146.1,86,96,115,125,125,134,100,100,150,150,150,150,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,0,0,0,0,0,Uintah,2142.09349818,2142.09347236123
5881,2797_000.0,0,1.0918,1.0107,1.0324,1.02155,-2803,4207.3,4202.8,4302.0,4234.1,4471.1,4717.5,3854,3849,3940,3878,4095,4321,1100,1000,1100,1100,1300,1500,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,1,0,0,0,0,Uintah,1807.46354278,1807.46349985909
5882,2798_000.1,0,1.0924,1.0104,1.0243,1.01735,2169,2258.2,2372.5,2515.9,2525.7,2689.3,2919.8,2067,2172,2303,2312,2462,2673,4200,4300,4500,4500,4600,4800,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,1070.86605052,1070.86599469518
5883,2800_000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,3210.8228576,3210.82283477134
5884,2800_001.5,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,2145.9244827,2145.92452992579
5885,2800_002.5,0,1.0918,1.0107,1.0324,1.02155,2605,4220.4,4354.3,4315.9,4307.3,3956.0,4154.7,3866,3988,3953,3945,3623,3805,6500,6600,6600,6600,6200,6400,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,0,1,0,0,0,Uintah,2128.03027011,2128.03016317214
5886,2800_003.5,0,1.0924,1.0104,1.0243,1.01735,-1300,4613.6,4888.8,5315.4,5319.8,5651.6,6162.1,4223,4475,4866,4870,5174,5641,2900,3200,3600,3600,3900,4300,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,1068.22751465,1068.22759749784
5887,2801_000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,2240.65071704,2240.650682442
5888,2802_000.0,0,1.0918,1.0107,1.0324,1.02155,822,2127.8,2111.8,2155.9,2225.2,2270.5,2575.3,1949,1934,1975,2038,2080,2359,2800,2800,2800,2900,2900,3200,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,1464.43104287,1464.43115913068
5889,2802_000.7,0,1.0924,1.0104,1.0243,1.01735,-2172,5399.9,5418.5,5384.2,5555.4,6050.8,6626.0,4943,4960,4929,5085,5539,6066,2800,2800,2800,2900,3400,3900,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,683.394389855,683.394299955036
5890,2802_001.0,0,1.0924,1.0104,1.0243,1.01735,-2539,5800.4,5871.5,5933.7,6067.6,6559.9,7268.9,5310,5375,5432,5554,6005,6654,2800,2800,2900,3000,3500,4100,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,426.883331064,426.883366711095
5891,2804_000.0,0,1.0924,1.0104,1.0243,1.01735,-4330,6623.7,7117.2,7626.9,7831.8,8144.3,8763.3,6063,6515,6982,7169,7455,8022,1700,2200,2700,2800,3100,3700,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,1,0,0,0,0,Uintah,1115.58663772,1115.58660864157
5892,2804_000.5,0,1.0924,1.0104,1.0243,1.01735,-1313,3120.4,3444.1,3624.1,3780.9,4083.0,4641.2,2856,3153,3318,3461,3738,4249,1500,1800,2000,2100,2400,2900,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,1060.56930768,1060.56925295368
5893,2804_001.0,0,1.0924,1.0104,1.0243,1.01735,132,1541.0,1698.2,1814.8,1904.7,2171.6,2577.8,1411,1555,1661,1744,1988,2360,1500,1700,1800,1900,2100,2500,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,2135.17325282,2135.17326666946
5894,2804_002.0,0,0.984,1.0276,1.0316,1.0296,651,926.7,1027.9,1118.2,1187.9,1413.1,1733.0,942,1045,1136,1207,1436,1761,1600,1700,1800,1900,2100,2400,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,3084.87569617,3084.87571820391
5895,2804_003.5,0,0.984,1.0276,1.0316,1.0296,1523,69.1,83.6,97.2,110.0,162.8,241.3,70,85,99,112,165,245,1600,1600,1600,1600,1700,1800,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,1,0,0,0,0,Uintah,12343.3093226,12343.3093241506
5896,2804_008.9,0,0.984,1.0276,1.0316,1.0296,1539,52.8,62.3,71.2,79.8,116.4,170.0,54,63,72,81,118,173,1600,1600,1600,1600,1700,1700,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,1,0,0,0,0,Uintah,39073.0104644,39073.0105725171
5897,2804_022.9,0,0.984,1.0276,1.0316,1.0296,388,18.4,34.8,38.2,43.8,56.6,71.9,19,35,39,45,58,73,400,400,450,450,450,450,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,1,0,0,0,0,Uintah,18278.1154667,18278.1155470198
5898,2805_000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,1260.13602974,1260.13596695677
5899,2805_000.6,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,921.998359679,921.998498610234
5900,2805_001.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,3146.34921147,3146.34916632555
5901,2806_000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,5107.77809781,5107.77816980463
5902,2807_000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,1054.08128031,1054.08128778388
5903,2808_000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,473.885419708,473.885379817231
5904,2808_000.2,0,1.0918,1.0107,1.0324,1.02155,-158,395.3,414.0,420.7,434.2,502.9,552.9,362,379,385,398,461,506,200,200,250,250,300,350,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,0,0,0,0,0,Uintah,1036.63163854,1036.63157104301
5905,2808_000.7,0,1.0918,1.0107,1.0324,1.02155,-50,277.0,292.1,303.4,315.6,360.4,410.2,254,268,278,289,330,376,200,200,250,250,300,350,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,1,0,0,0,0,0,0,Uintah,1068.09260877,1068.09272290803
5906,2810_000.0,0,0.984,1.0276,1.0316,1.0296,-10,132.3,154.5,199.4,216.9,277.8,369.6,134,157,203,220,282,376,100,150,200,200,250,350,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Uintah,9980.3947525,9980.39465889029
5907,2812_000.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,2223.24885164,2223.24876263223
5908,2812_001.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,2134.9126479,2134.91269515649
5909,2812_002.1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,UDOT,UDOT,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,1,0,0,0,0,0,Uintah,1055.74556534,1055.74548534039
5910,2820_000.0,1,0.984,1.0276,1.0316,1.0296,0,315.7,330.6,327.6,319.2,391.8,388.6,321,336,333,324,398,395,300,350,350,300,400,400,49,UDOT,MAG,0,0,0,0,50,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,32438.8409281,32438.8410450595
5911,2821_000.0,1,0.984,1.0276,1.0316,1.0296,-4068,4494.7,5284.4,5294.6,5504.6,7988.3,701.6,4568,5370,5381,5594,8118,713,500,1300,1300,1500,4000,-3355,49,MAG,MAG,0,0,4100,4100,4100,4100,4055,0,0,0,0,0,0,0,Use model volumes., ,0, ,0,1,0,1,0,0,0,0,Utah,1177.39234207,1177.39230119981
5912,2821_000.6,1,0.984,1.0276,1.0316,1.0296,-4096,4522.8,5328.0,5496.4,5907.8,0.0,0.0,4596,5415,5586,6004,0,0,500,1300,1500,1900,-4096,-4096,49,MAG,MAG,0,0,4100,4100,4100,5796,6396,0,1,0,1,0,1,0,Use model forecast. new parallel road in 2042. Adjust up a bit for 2042 and 2050 since centroid loading changes due to new road probably creating drop in volumes. So match 2042 and 2050 drop to adjacent segment., ,0, ,0,1,0,1,0,1,0,0,Utah,534.78164989,534.781756569784
5913,2821_000.8,1,0.984,1.0276,1.0316,1.0296,-4156,4581.1,5525.6,5858.7,6598.9,2395.3,2955.3,4656,5615,5954,6706,2434,3003,500,1500,1800,2600,-1722,-1153,49,MAG,MAG,0,0,4100,4200,4100,4122,4153,0,1,0,1,0,1,0,Use model forecast. new parallel road in 2042., ,0, ,0,1,0,1,0,1,0,0,Utah,2456.78894031,2456.78898395195
5914,2822_000.0,1,0.9555,0.8719,0.9353,0.9036,893,19.0,16.0,22.0,20.0,27.0,36.0,20,17,23,21,28,38,900,900,900,900,900,950,49,MAG,MAG,0,0,100,100,100,100,150,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,1,0,0,0,0,Utah,6990.96657196,6990.9664869592
5915,2822_003.3,1,0.9555,0.8719,0.9353,0.9036,586,312.2,284.6,298.4,307.1,356.2,350.2,327,298,312,321,373,367,900,900,900,900,950,950,49,UDOT,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,0,0,0,0,0,Utah,15861.7459425,15861.7458967515
5916,2823_000.0,1,0.984,1.0276,1.0316,1.0296,295,202.2,200.8,215.5,229.2,322.6,354.5,205,204,219,233,328,360,500,500,500,550,600,650,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,3162.70559026,3162.70559105275
5917,2823_001.5,1,0.984,1.0276,1.0316,1.0296,0,74.3,67.9,61.3,62.9,85.6,81.6,76,69,62,64,87,83,80,70,60,60,90,80,49,MAG,MAG,0,0,20,30,30,0,10,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,0,0,0,0,0,Utah,3140.17589723,3140.17583939381
5918,2824_000.0,1,0.9555,0.8719,0.9353,0.9036,0,616.2,600.8,650.1,693.3,652.1,652.4,645,629,680,726,682,683,650,650,700,750,700,700,49,UDOT,MAG,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,0,0,0,0,0,Utah,12423.7420644,12423.7420591558
5919,2824_005.9,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,UDOT,MAG,0,0,350,350,350,350,350,0,0,0,0,0,0,0,hand forecast: no links in model network (and not along taz boundary), ,0, ,0,0,0,0,0,0,0,0,Utah,1125.63812521,1125.63803480707
5920,2825_000.0,1,0.9555,0.8719,0.9353,0.9036,5,850.2,791.6,862.4,874.3,1052.5,1018.0,890,828,903,915,1102,1065,900,850,900,900,1100,1100,49,MAG,MAG,0,0,50,0,0,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,0,0,0,0,0,Utah,947.220665632,947.220626445418
5921,2825_000.4,1,1.0924,1.0104,1.0243,1.01735,-2196,3377.1,3487.6,4049.4,4428.9,5196.0,5218.2,3091,3193,3707,4054,4756,4777,900,1000,1500,1900,2600,2600,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,1,0,0,0,0,Utah,271.057465728,271.057541645714
5922,2825_000.6,1,1.0924,1.0104,1.0243,1.01735,-2891,4135.4,4258.7,4816.5,5208.2,5987.4,5995.8,3786,3898,4409,4768,5481,5489,900,1000,1500,1900,2600,2600,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,1,0,0,0,0,Utah,966.521053974,966.52109458433
5923,2825_001.0,1,1.0924,1.0104,1.0243,1.01735,-4291,5665.5,5836.7,6570.7,6068.4,7082.6,7347.3,5186,5343,6015,5555,6484,6726,900,1100,1700,1300,2200,2400,49,MAG,MAG,0,0,0,-300,300,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,1,0,0,0,0,Utah,696.096868384,696.096757525256
5924,2825_001.4,1,1.0924,1.0104,1.0243,1.01735,-3786,5113.7,5452.9,6311.3,6455.1,8586.7,6744.7,4681,4992,5777,5909,7860,6174,900,1200,2000,2100,4100,2400,49,MAG,MAG,0,0,0,0,0,-1000,1000,0,0,0,0,0,0,0,smooth shift due to area type, ,0, ,0,0,0,1,0,1,0,0,Utah,588.13006123,588.130082907256
5925,2825_001.6,1,1.0918,1.0107,1.0324,1.02155,-3558,4862.0,5411.1,6498.4,6745.1,10704.2,9508.8,4453,4956,5952,6178,9804,8709,900,1400,2400,2600,6200,5200,49,MAG,MAG,0,0,0,0,0,-600,500,0,0,0,0,0,0,0,smooth shift due to area type, ,0, ,0,0,0,1,0,1,0,0,Utah,608.762228565,608.762273770245
5926,2826_000.0,1,0.984,1.0276,1.0316,1.0296,0,208.0,199.0,198.0,199.0,181.0,189.0,211,202,201,202,184,192,200,200,200,200,200,200,49,UDOT,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,0,1,0,0,0,Utah,9145.94501564,9145.94498528768
5927,2829_000.0,1,1.0924,1.0104,1.0243,1.01735,-1603,2843.8,2944.7,3223.6,3087.0,3324.3,3907.4,2603,2696,2951,2826,3043,3577,1000,1100,1300,1200,1400,2000,49,MAG,MAG,0,0,0,0,100,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,1,0,0,0,0,Utah,403.714260808,403.71420662313
5928,2829_000.2,1,1.0924,1.0104,1.0243,1.01735,-2602,3934.9,4116.1,4567.3,4762.2,5178.0,5471.3,3602,3768,4181,4359,4740,5009,1000,1200,1600,1800,2100,2400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,1,0,0,0,0,Utah,987.326882361,987.32704741668
5929,2830_000.0,1,1.0918,1.0107,1.0324,1.02155,-2596,6288.4,6682.6,7312.5,6410.0,6947.9,7581.8,5760,6121,6698,5871,6364,6944,3200,3500,4100,3300,3800,4300,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new connectivity in 2032 between 1600 S in Springville and 1600 N in Mapleton, ,0, ,0,1,0,0,0,0,0,0,Utah,2106.35137155,2106.35145668489
5930,2830_001.0,1,1.0918,1.0107,1.0324,1.02155,277,4432.4,4572.7,5012.5,6430.4,7234.7,7690.7,4060,4188,4591,5890,6626,7044,4300,4500,4900,6200,6900,7300,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,402.134079641,402.134052371269
5931,2830_001.2,1,1.0918,1.0107,1.0324,1.02155,-971,4931.9,5076.0,5510.0,6802.6,7767.0,8220.8,4517,4649,5047,6231,7114,7530,3500,3700,4100,5300,6100,6600,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,740.926411434,740.926502129119
